"service_id","date","exception_type"
"GO102_1548","20151029","1"
"GO102_1548","20151103","1"
"GO102_1549","20151009","1"
"GO102_1549","20151016","1"
"GO102_1549","20151023","1"
"GO102_1549","20151028","1"
"GO102_1550","20151108","1"
"GO102_1552","20151017","1"
"GO102_1552","20151101","1"
"GO102_1553","20150911","1"
"GO102_1553","20150916","1"
"GO102_1553","20150917","1"
"GO102_1553","20150918","1"
"GO102_1553","20150923","1"
"GO102_1553","20150924","1"
"GO102_1553","20150925","1"
"GO102_1553","20150930","1"
"GO102_1553","20151001","1"
"GO102_1553","20151002","1"
"GO102_1553","20151007","1"
"GO102_1553","20151008","1"
"GO102_1553","20151009","1"
"GO102_1553","20151012","1"
"GO102_1553","20151015","1"
"GO102_1553","20151016","1"
"GO102_1553","20151021","1"
"GO102_1553","20151022","1"
"GO102_1553","20151023","1"
"GO102_1553","20151028","1"
"GO102_1553","20151029","1"
"GO102_1553","20151030","1"
"GO102_1554","20150912","1"
"GO102_1554","20150913","1"
"GO102_1554","20150919","1"
"GO102_1554","20150920","1"
"GO102_1554","20150926","1"
"GO102_1554","20150927","1"
"GO102_1554","20151003","1"
"GO102_1554","20151004","1"
"GO102_1554","20151010","1"
"GO102_1554","20151011","1"
"GO102_1554","20151017","1"
"GO102_1554","20151018","1"
"GO102_1554","20151101","1"
"GO102_1555","20151024","1"
"GO102_1555","20151025","1"
"GO102_1556","20151031","1"
