"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"9","GO102_159999464","METSGO102_15464","Port Washington","464","0","18"
"9","GO102_159999465","METSGO102_15465","Penn Station","465","1","19"
"9","GO102_159999466","METSGO102_15466","Port Washington","466","0","18"
"9","GO102_159999467","METSGO102_15467","Penn Station","467","1","19"
"9","GO102_159999468","METSGO102_15468","Port Washington","468","0","18"
"9","GO102_159999469","METSGO102_15469","Penn Station","469","1","19"
"9","GO102_159999470","METSGO102_15470","Port Washington","470","0","18"
"9","GO102_159999471","METSGO102_15471","Penn Station","471","1","19"
"9","GO102_159999472","METSGO102_15472","Port Washington","472","0","18"
"9","GO102_159999473","METSGO102_15473","Penn Station","473","1","19"
"9","GO102_159999474","METSGO102_15474","Port Washington","474","0","18"
"9","GO102_159999475","METSGO102_15475","Penn Station","475","1","19"
"9","GO102_159999476","METSGO102_15476","Port Washington","476","0","18"
"9","GO102_159999477","METSGO102_15477","Penn Station","477","1","19"
"9","GO102_159999478","METSGO102_15478","Port Washington","478","0","18"
"9","GO102_159999479","METSGO102_15479","Penn Station","479","1","19"
"9","GO102_159999480","METSGO102_15480","Port Washington","480","0","18"
"9","GO102_159999481","METSGO102_15481","Penn Station","481","1","19"
